Comment	Sentiment
I would highly recommend Dr. Funk.  He is very caring and professional.  He is also very thorough with all the required testing.  The office staff are all so friendly and always call back.  He is the only Dr. that I have ever been to that you never have to wait.	2
Dr. Michael Funk is one of the most honest, trustworthy professionals I worked with for my health care needs. There was never a time he did not take the time out to sit down and explain to me what was going on with my health and offer his professional advise. I have been seeing Dr. Funk for over ten years now and I could not have made a better choice to leave my heart up to his professional expertise. Thank you Dr. Funk for your caring spirit and your unconditional commitment to excellence. 	2
Where do I start? I am a new patient of Dr. Funk.  The office staff is amazing!!  Everyone is so friendly and efficient.  When you have an appointment, you never wait to be seen.  Dr. Funk is so knowledgeable and patient with me.  I am so happy to have him as my cardiologist.  I will recommend him to many others.  He goes over all tests with the patient.  He allows for any questions and takes the time as well.	2
Dr Funk and his staff have been welcoming, caring, professional, and caring to me as a new-to-the-area patient. I've never felt rushed or unimportant; instead, valued, listened to, and given the opportunity to have input into my course of treatment. I highly recommend Dr Funk, his practice and staff.	2
Great experience.  Excellent (happy) staff.  All caring, considerate, professional and on time appointments in a well run office.  Dr. Funk is all that a patient could ask for.  	2
My wife visited Dr. Michael Funk for the first time last week and I had to be with her. I was concern about the time because I needed to return to work and as a new patient I was expecting processing time etc.  I was surprised how on time everything moved.  We were out of there within 1 one hour.  Dr. Funk was very kind and dedicated his time to understand my wife condition.  I strongly recommend Dr. Funk to any new patient looking for a cardiologist. 	2
Awesome doctor. Staff is so friendly and you aren't waiting hours to see the doctor. 	2
We will be having him as our new primary as well i have already gave information to a friend that needs a cardio dr and will be having my daughter and son in law move as well if they take their insurance. 	1
Great!	2
Wonderful experience .at the office with the doctor and cordial staff 	2
Dr. Funk is a very caring person.  He listens to the patient and explains what the tests are for.  I recommend him to any one who needs a cardiologist.  He is very knowledgeable and has a very pleasant staff.	2
I was lucky enough to be referred to Dr. Funk by a close friend who happens to be an RN I thank my lucky stars!!!! this is the most caring Doctor in the world!!! he patiently listens to your concerns and carefully explains your diagnosis and answers any questions you may have thoughtfully slowly and makes sure you have a full understanding of your condition. If I could give Dr Funk a higher recommendation than excellent I would happily do so!! his office staff are so sweet and helpful!! Great DR	2
"Dr. Funk is the most caring DR. i have ever been to. He always has time to talk to you and answer your questions. He always returns telephone calls in a timely manor. You could not ask for better
"	2
As a first time patient, Dr. Funk made me feel very comfortable and took his time in explaining my treatment. His office staff are very kind and pleasant.  I am looking forward to my next visit.	2
Sound approach to my dilemma with good results.  Affable. Clearly explained his intention for present and future actions in a manner that was clearly understandable.	2
Dr Nielsen was focused on me as a patient. He listened to my concerns and answered my questions. He also went through test results thoroughly. I felt that I was his only patient that day. Grateful I found him.	2
I have been treated at the heart center for fourteen years have been seen by Dr Nielson for the past year very professional as well as his staff	2
We have been patients of Dr. Neilson for several years and he and the entire staff are tremendous and act as a pleasant, well oiled machine.  Every visit is extremely comfortable because of his relaxing demeanor.	2
GREAT DOCTOR!	2
He is very nice.	2
My appointment  with Dr. Nielson was the first since Dr. Sally Sharp my previous cardiologist  for over 12 years retired. He is as good as she was which we appreciate. He took time to get my history and  listen to my problems.	2
Super	2
Professional and Personable	2
"I made an appointment to Dr. Nielson for a 2nd opinion about the condition of my
heart.  I felt like I was in the dark about what was happening from the Dr. I had been seeing.  
What an amazing difference I found at his office from what I had experienced.  The waiting room was clean and neat and very comfortable.  I didn't feel like I was going to catch some dread disease from sitting there.  The receptionist was very courteous and friendly and dressed nicely.  
When I was taken into the area where you weighed and such, the nurse who helped me was upbeat, friendly, and interested in me.
After a short wait, Dr. Nielson came into the examining room and once again I was impressed by his cheerful, upbeat demeanor.  He had already reviewed my information and was prepared to discuss my heart condition with me and answer all my questions.
I now understood what was happening, what to expect, and what needed to be done.  I felt like I could trust my heart health to him."	2
Dr Nielson listened and asked lots of questions and was very pleasant to speak with. 	2
Dr. Nielsen is a terrific doctor and he always takes the time to explain things to you.	2
"Dr. Nielson has been my Doctor for several years.  I see him at least twice a year
and he advises me on getting stress tests and always checks my medication.
I would be happy to anyone needing a good cardiologist."	2
Dr. Neilson was prompt, friendly, professional, and very helpful in helping me with my medical needs as well as answering all the questions I had for him.	2
Dr. Nielson is a superb physician.  Always willing to listen to and respect the patient. Extremely professional, well-informed, with an excellent staff.  Medical emergencies do not always allow the luxury of choosing one’s physician.  I am very fortunate to be in his care.  Absolutely recommend him and his clinic.	2
Outstanding physician. Very thorough. Very concerned. Willing to take time explaining the complex to the uninformed quizzical patient. 	2
Dr. Nielson makes you feel like you are a true partner in your own healthcare.  He takes the time to listen carefully as well as review your medical history.  He explains the benefits and risks of suggested treatment so you can make an informed decision on a course of action.  He shows respect for the patient's ability to understand and participate in finding the best course of action.	2
Appreciated my visits with Dr. Nielson, felt that his knowledge of my heart issues was understood and prognosis was consistent with my expectations. I look forward to a continued relationship.	2
Amazing Doctor and staff! ?? Really worked with me to get my problem with my medication solved. This clinic really cares about it’s patients. 	2
Dr Nielson does a great job of explaining your health issues, and the things you can do to improve those issues. Answers all questions you have.	2
Dr. Nielson has been there for both of us during some potentially fatal heart problems and has successfully guided us both through them.  We both have been able to live happily because of the care he has given us.	2
Dr. Nielsen is very through and considerate.  He takes the time to listen and explain issues. His reputation is stellar.	2
Dr. Nielsen is an excellent Dr. From the first visit he makes you feel at ease and the questions he asks lets you know your health and welfare is of utmost importance. His concerns and expertise lets you know of his concerns for your health. He only orders tests that he knows will provide the needed information that is in the patients best interest. He is also interested in making your spouse and other family members a part of your treatments.	2
Very thorough and caring.	2
I love visiting Dr. Nielson.  His manner and knowledge give me complete confidence in the care I receive.  His medical assistants and nurses are also the best!  Highly recommended!	2
"I've been a Patient of Dr. Nielson since 2004.  I am very pleased with Dr Nielson and his Staff.  I've moved 150 miles from this Medical Facility, but I have full confidence in Dr. Nielson, and changing Cardiologists is not an option with me.         Signed: Nola Mikich 
"	2
Dr. Nielson has been great to work with.  He is very patient, kind and understanding.  He listens attentively and you always feel that he takes the time to understand and discuss your issues and concerns.	2
Dr. Nielson is wonderful. He really listened to my concerns and thoroughly explained and answered any questions I had. One of the best physicians I’ve ever encountered. He is also very knowledgeable and really cares about his patients.	2
He and his staff took the time to listen to and understand my situation.  Everyone was very nice and attentive.  He then prescribed the correct course of action.	2
I am a new patient for Dr. Nielson and one thing that I really appreciated about Dr. Nielson was his willingness to listen as I recounted my history and experiences and concerns regarding my health and heart.  I left my first appointment feeling that I was in the right hands for the important care of my heart.	2
Took time to explain test results and the reasons. Makes you feel at ease about your condition.	1
Dr. Nielson is very personable, very accessible, and is always attentive to my questions and concerns. He keeps me up to date on recommendations for heart disease management. I have known Dr. Nielson for 17 years, since I first experienced symptoms of heart disease, and intervention was necessary. I have full confidence that he is doing exactly what needs to be done to effectively monitor my condition and maintain heart-health. I have highly recommended him to others, including my wife.	2
Dr. Nielson is an excellent doctor. He is always professional and open. I would have no one else deal with my ticker	2
"Dr Nielson is very informative and has a great bedside manner.   He seems to care about his patients.  I wish he would leave more information on his papers he gives to the patients.  By the time I get home I have forgotten everything.  Or if he even made notes on ""My Chart"".  Otherwise a good experience if you have to be there.
"	2
Doctor Nielson has been my wife's cardiologist for 14 years, and just recently helped me her husband with a heart related problem. Always treated with kindness, very frank in discussing medical situations, and extremely caring.  	2
I had an initial appointment with Dr. Nielson and it was one of the best doctor visits I've ever had.  I arrived early and the nurse took me back 10 minutes before by scheduled appointment.  I thought it would just be a 30 minute visit to establish a relationship; however, they quickly did an EKG and obtained a thorough health history.  Dr. Nielson took all the time I wanted to discuss my health, concerns, and to educate me about my heart.  I am happy I took this step in my personal health care.	2
Dr. Nielson exudes competence and attentiveness.  He listens.  I am a new patient, and just these two attributes together make me feel safe in his care.  	2
My husband and I are both patients of Dr Nielson.  We would highly recommend him, his staff and nurses are excellent.  My brother is now a patient and very pleased with entire office.  	2
My consultation with Dr. Nielson was useful and greatly appreciated.  He is providing excellent care for my heart condition.	2
I have trusted Dr. Nielson since my first visit to his office, then located in the Alta View Hospital complex.  He has always treated me with respect, concern for my feelings and has stuck with a problem I would be experiencing until a resolution was reached.  My symptoms have changed (improved) greatly over the years.  Dr. Nielson has changed my medication as my symptoms have changed.  I would, and have, certainly recommended Dr. Nielson to anyone who was experiencing a heart problem.	2
Dr Nielsen was on time for my appointment, never made me feel rushed, and was clearly knowledgeable about his specialty. I highly recommend him as a heart specialist. 	2
Dr Murtaza is the best!!! If you're unlucky to have a heart problem you will be lucky to have him as your doctor.	2
Dr. Murtaza has performed multiple stent operations 4 in the last 3 years. My recovery time was quick. He explains what is happening  and speaks to you during the procedure to make sure that you have no discomfort. Then checks up on you after the procedure to explain what he did and make sure you are feeling well. He has a good bedside manor which is lacking in many of his colleagues.  He is a caring surgeon. 	2
"Kind, compassionate, great bedside manner. Easy to talk to and he explains things very well. 
Nurses and staff are great.
Highly recommend."	2
I have great respect for and confidence in Dr Dieck.  I have recommended him to others and will continue to do so.	2
Dr. Dieck took as much time as I needed but didn't dilly-dally taking more of my time than needed. I appreciate his getting right to the point and listening to me.	2
"Dr. Dieck leaves this long-term patient with confidence that he's closely following my heart problem and has access to whatever medical diagnostic tools are appropriate to monitor my situation. Test facilities are modern. 
Billing/Insurance management is never a problem.
The doctor's staff is easy to work with and competent. Appointments are generally easy to get. 
The office is attractive and clean and rarely too busy. Easy to recommend."	2
The entire visit was fine, no problems with the Dr. of staff.	2
On a scale of 1 to 10 with 10 being the highest - I would give him a 10. One of the best doctors ever and his Nurse Debbie Hardin ranks a 10 too.  I recommend both of them all of the time!	2
I’ve been seeing Dr Dieck for about 10 years and he and his staff have always been prompt, efficient, courteous and just nice people.  I’m not particularly thrilled about going to the doctor, but they make it more than bearable.  An odd review, but it’s what I got.	2
Dr. Dieck is the best.  He listens to you, doesn't rush you, answers all your questions, and laughs at your dumb jokes!  I wholeheartedly recommend Dr. Dieck to anyone who wants a professional, caring, and knowledgeable cardiologist.	2
"Dr. Dieck always takes his time to listen to me and answer any questions I might have.
I wouldn't want to ever find a new doctor. I'm extremely happy with him, even my primary doctor said if she needed a cardiologist she would choose Dr. Dieck."	2
Simply the best doctor I have had caring attention to my needs and concerns 	2
"Dr Dieck is a wonderful and caring Dr. He took care of my mother and dad and now helping me !  He is very experienced with a great bedside manner and an expert in numerous heart conditions !  I would definitely refer him to friends and others !
Thanks, Elaine "	2
Dr. Dieck has been my cardiologist for over 5 years.  He is professional but engaging, listens well, and works hard to care for my health needs.  I appreciate how he takes the time I need to answer my questions.  I am grateful to have him as part of my health team.	2
Dr Dieck is a professional, knowledgeable and kind man. There is never a time that I haven’t been pleased. You never leave his office wondering what was wrong with you. You understood everything. His nurses are great. I hope he keeps his practice because there’s not to many drs out there that have his talent. Thank you Dr Dieck 	2
Dr. Dieck and staff take the time to listen to all we had to say regarding my husband's treatment.    We left Dr. Dieck knowing we had found a doctor that truly cared for the welfare of his patients.   Thank you Dr. D	2
Dr Dieck has a very impressive background.My husband and I have been his patients for years.He is a very caring, thorough and friendly physician. He is very observant and carefully checks out anything we tell him.	2
Very knowledgeable and friendly Doc surrounded by an equally knowledgeable and friendly staff. Calls are returned in a timely manner. Great heart doc and a great guy!!	2
"I heartily  recommend Dr. John Dieck and his staff  at Texas Heart.  Everyone there has been kind, expert in patient care, and their office is easy to get to and from and park.  I feel secure in Dr Dieck's care and professional knowledge.
Joan Mays"	2
"Dr. Dieck was highly recommended by Dr. Ari Mortazavi (Chief of Cardiology
at Kelsey- Seybold  with St. Lukes in Houston.  We found him to be very friendly,
with a great ""bedside Manner"" and assessed everything with a new patient
exam and prior records for both my husband and myself.  First impressions are very important and we feel that we are in ""GOOD
HANDS"".
 "	2
Dr. Dieck is a very caring and experienced health care provider who clearly explains test results and any symptoms you may present.   Unlike some specialists, he's quite personable and easy to talk to.  	2
Dr. John Dieck is very intelligent and knows heart disease diagnosis and treatment well like the expert he is. I highly recommend him. He takes time to listen, sits down and talks with patients, and give good advice. He reviews test results with the patient and answers question. 	2
Timely, expert care. Explains medical issues so understandable. Nice, professional demeanor 	2
"Would never use anyone else. 12 years and he still cares how I am! I recommend
him to everyone."	2
I suffered a heart attack on Dec 7,2018 and was taken to St. David's S. Austin Hospital by ambulance.  Dr. Dieck was the attending physician and acted swiftly by performing the required procedures.  He informed my family members in a caring and professional manner.  In a follow-up appointment he took time to answer any and all questions that my wife, daughter and I had for him.  I am indebted to him and have full confidence in him.	2
"I’ve been a patient of Dr. Dieck’s for over ten years and he is the best physician I have.  He always patiently listens to my concerns, and answers my questions with care and expertise.  And he is genuinely a nice person.

His staff is always professional and friendly.  And his nurse, Debbie Hardin, is exceptional.  "	2
My wife and I have the utmost confidence in Dr. Dieck. We are especially pleased with the way he communicates regarding our health issues and answers our questions. We never feel rushed and can take as much time as we want during our appointments.	2
I don't delete at the office, courtesy from the medical staff like nurses, personal and the doctor. I appreciate the medical care for me and I recommend my doctor so far. I can blessings.	2
I have been with Dr. Dieck for 6 years and am extremely satisfied with his care. he is always polite and answers every question I have. He is very thorough in his explanations of my care. I highly recommend him for anyone who needs cardiology care.	2
Dr. Dieck is EXCELLENT!  He has been part of our family physicians for over twenty years.  Highly recommend him!	2
I appreciate Dr Dieck sending updates regarding my visits with him to my other physicians   	2
Dedicated, willingness to engage on topics dear to the patients.	2
Dr. Dieck and his staff have always provided me the best possible experience at a doctors office.  My appointments are on time and thorough.  The staff are always friendly and helpful, explaining what procedures are being done and, when available, even the results.   Dr. Dieck asks many questions and answers mine in a way that I can understand and use to make my health even better.	2
I was lucky that Dr Dieck was my attending during my cardiac event back in February. He saved my life and helped draw a clear path to improving my overall health and of course my heart with the pacemaker he placed for me. Dr Dieck is one of the most professional doctors i have had the high priviledge of encountering. Thank you Dr Dieck	2
Whenever I visit with Dr Dieck, he never rushes me, always listens, etc.  As far as both myself and my wife who are both patients, he has to be the best in Austin.	2
New patient......First visit was very helpful.  Dr.Dieck listened to me describe my medical problems and offered many recommendations for resolving the problems. Thank you Doctor Dieck for a very rewarding visit.	2
Have recommended Dr. Dieck. Many times.   He has taken care of several family members.   Has been my cardiogist for many years.   Highly recommend him and his colleagues. 	2
He is a wonderful doctor.  He takes time to know his patients and their needs.  I highly recommend Dr. Dieck.	2
I have been a patient of Dr Dieck and his nurse Debbie for a number of years.  I count myself as extremely fortunate to be under their care.  An exceptionally competent team, professional and compassionate.  Absolutely superb.  On a scale of 1-10, a 15!!!	2
Dr. Dieck is an awesome cardiologist and a great surgeon. Accept nothing less.	2
Very satisfied with this provider and his staff and office.  	2
I have been a patient of Dr. Dieck’s for over 2 years now and find him to be one of the best physicians I’ve ever had.	2
Dr. Dieck takes time to listen to your questions and is knowledgeable about what you are asking about.   He is very courteous and pleasant during the appointment.	2
"Fabulous care. Fabulous nursing and support staff.

Dr. Dieck really cares about his patients!!"	2
Dr. Dieck has been our cardiologist since 1991. He makes you feel like you are his only patient. Kind, compassionate and caring - he is the best.. His knowledge of the heart and vascular systems is very comforting. 	2
"I have been a patient of Dr. Dieck for several years. I have several doctors of various specialties. Dr. Dieck is my preferred health provider among them all. He answers all my questions and I never feel rushed; he takes all the time needed to make sure I understand. His explanations are very clear and precise. I wish all my providers were a courteous, patient, knowledgeable, and professional as Dr. Dieck. Also, his staff is the best I have ever dealt with in 67 years.
Jay Dolfuss, Lakeway, TX"	2
 Dr. Dieck is not only a brilliant cardiologist, he is also warm, kind, and understanding.  He truly cares about his patients and knows our hearts both physically and spiritually.  	2
In 1998, I met Dr. Dieck in hospital when I a heart emergency.. I was impressed by his knowledge and kind bedside manner.  He ordered tests and began treatment. Several Cardiology Professionals recommended him highly.. Therefore I continued to go to him. Over the years, I have had several heart incidents and Dr. Dieck has handled them successfully. He keeps up to date on new medicines and treatments.  He's available at any time I need him. I recommend him to family and friends!	2
Dr. Dieck is a doctor that you can communicate with and hes attentive.	1
Dr. Dieck is knowledgeable and very through with his patients! I would recommend him to anyone who needs a cardiologist!	2
Dr. Dieck in my opinion is the greatest cardiologist.  He has been my doctor for 15 years and has always solved my health issues.  I highly recommend him.	2
I became a patient of Dr. Dieck after a very bad experience with another cardiologist with a different medical service three years ago. The difference was like day and night as far as the care and understanding I received were concerned.  In my three years with Texas Cardiovascular, I have received nothing less than the best in knowledgeable service and care.  Dr. Dieck is the very best and I would not trade him for all the other cardiologists in Austin.. 	2
It was reasonably quick and efficient as far as the wait time was concerned. the preliminary exam was well done and pleasant. The visit with the doctor was informative and pleasant. I was given a normal bill of health which pleased me a lot.	2
Excellent and extremely positive experience at Rio Grande Cardiology.  Been in and out of hospitals so I’ve seen doctor demeanor and manners.  Dr. Enslein really seems to care about  his patients.  Has the best staff too!	2
very enjoyable and pleasant as always.  He is very thorough and will look forward to seeing him on our next visit.	2
Made me feel very comfortable.  He explained things very well and was open to any and all questions I had.  Very professional.	2
Dr Enslein and his staff are very professional, efficient, and friendly and I always feel all of my concerns are taken care of.	2
I have always had a positive experience when going for my appointments from the time I go through the door until I leave. The staff is friendly and helpful. Dr. Enslein is one of the doctor that makes his patients feel special. He takes time to talk and answer questions whether its about my health or just general talk. I would recommend him to anyone.	2
He truly listens and hears what you have to say.	2
Went to Rio Grande Valley Cardiology to check on my heart problem that I was having. Dr. Enslein and staff were very nice and made me feel confrontable and took my worries away. I would recommend RGV Cardiology to family and friends.	2
I love the service and attention given to me by the staff and the doctor at every visit I have. Dr Enslein has been my doctor for at least ten years or more. He saved my life. He noticed that I was too young for all my heart troubles. Stroke(2000) 45 years old, heart attack(2006) 51 years old. He refered me to the McAllen Heart Hospital. In 2012 I got a pacemaker and I now live a semi-nornal life. Thank you Dr Enslein.	2
"Thank you for helping me with the problem that I had. It took a while, but the problem was eventually satisfactorily resolved. I have, and will continue to  recommend Dr. Enslein  as a cardiologist. Personally, I feel very comfortable being his patient. Please feel free to use my recommendation and the total confidence that I have in Dr. Enslein as per the ensuing answers above below.
Again, thank you for your help."	2
I last saw Dr. Enslein for a medical release prior to surgery.  As usual, he was professional and polite.  He has been my Cardiologist for a number of years and I can't say enough good about him.  He took the time to get to know me and takes the time to answer any questions I have.	2
I highly recommend Dr. Enslein. The time I have spent in the waiting room is usually no more than 10 minutes. The nurses are friendly and attentive. He is also very thorough and listens to your concerns. He even has time for friendly conversation!	2
Every visit I have had with Dr Enslien I have been treated very well ,he has a very friendly staff they get you in and out as quickly as possible.Dr Enslien is very knowable on the heart and is the only one i will see with my heart problems.Thank you very much for taking care of me.	2
Dr. Enslein is a great physician and his bedside manner is exceptional. He listens to me when I tell him about my swollen feet and examines me always . I would recommend him to anyone who needs a compassionate cardiologist. He is my Dad's cardiologist, my wife cardiologist and my stepmother's cardiologist; so it is a family affair.	2
"Excellent Healthcare!!
Dr. Enslein is a kind, caring doctor. 
He asks questions and listens!!!
I highly recommend Dr. Enslein at RGV Cardiology."	2
I have always received excellent care and service with Dr Jeremy Enslein and his staff. He came highly recommended by my best friend. I now highly recommend him and his staff as well.  I have all the intentions of remaining with my cardiologist and will continue to recommend him and his office	2
"Dr Enslein was so caring and attentive while I was in the hospital in TX .  He did everything he could to make sure my heart was not infected and also he called in  Dr Lema the pulmonologist  because of my severe asthma
problems as well as pneumonia.  After I left the hospital I had a 2 week follow up in his office.  He wanted to be sure that my home heart DR in PA knew everything that occured during my 8 day stay in the hospital. I am a Winter Texan and care away from my home in PA is important"	2
I have consulted with Dr. Enslein several times during the last few years, so has my wife one time. He has ordered an EKG and an Echogram. I am very pleased with his kind explanation of results in layman's terms. I would highly recommend him to family and  friends. A very friendly and well spoken physician.	2
"Great doctor. My husband and I would recommend him to anyone in need of a cardiologist. 
Great staff also. Always very courteous and helpful. "	2
Excellent cardiologist! 	2
Approximately  6 months ago I had a serious injury and was hospitalized for 20 days. During that time I was scheduled a surgery and needed clearance for Surgery called for 2 days requesting that clearance ( hospital called also) the front office said at each call the Dr and Nurse we're not available. Surgery postponed. Dr I have faith. Front office no way. I'm leaving practice after 10 years. Can't trust office. Dr said he could do nothing. Appointment today not friendly. Wasn't seen by my Dr.	0
"Dr Enslein and his staff are amazing support in a tough time 
You can trust them to do their best every time 
They don’t take chances and they ask questions about you and your health 
He is excellent when your in the hospital too
You can trust him to be your doctor 
Good appointment scheduling too"	2
This group of specialists are tops in their field. Office visits are promt efficient, staff is always friendly and professional. I highly recommend this practice. 	2
Great doctor and staff-always efficient, timely, friendly, and helpful.  Dr Enslein and his staff are an excellent choice.	2
I was very impressed with how I was treated , and how both Dr.Enslein, and his staff took time to interview Me. 	2
In my opinion, Dr. Jeremy Enslein is one of the best cardiologist I have ever seen, it's been several years that I've been a patient and never have I had any regrets.	2
Dr Enslein takes time to listen to your concerns, explains thoroughly and makes you feel at ease.	2
Dr. Enslein is a great dr. He's been my cardiologist for years.  Great patient and Dr. relationship. 	2
Dr. Enslein is competent and professional while also being very personable.  My husband and I have been going to him for about 5 years and have zero complaints.  We know we are in good hands there.  His office staff is pleasant and efficient as well.  	2
Dr. Enslein really listens, and I very much appreciate that he doesn't just throw a prescription at every problem.	2
"Dr. Enslein and his staff are very professional, warm and inviting.  Dr. Enslein always takes time with me and I trust him to take care of my heart health needs 100%.
Everyone in the office smiles and are very warm and considerate.  I feel safe in knowing he will take care of my heart and I recommend him to anyone who need's a excellent heart doctor.
"	2
See him annually for cardio check ups now. Great bedside manner when I was in hospital and scared!  I am a medical professional myself and I really felt comfortable with him and his nurse practitioner.  	2
Dr. Enslein is an excellent doctor who cares about his patients. He takes the time to listen and gives feed back on whatever questions or concerns you have. The staff is excellent and very polite.  When I am scheduled for a visit the longest I have waited is 5 to 10min. I highly recomed Dr. Enslein if you are looking for heart doctor who cares about his patients. 	2
It was so nice to meet a doctor that made you feel like he really cared how you feel and that he wanted to help.  It seems in our society today that type of doctor is not found as often as it used to.  I would highly recommend him for your heart problems.  I thank him for making me feel so at ease and so welcome.	2
Having numerous heart related problems over the last ten years, it has been important to have the most qualified and best cardiologist to manage these problems. I have been fortunate to have Dr. Enslein manage my care with the utmost professionalism and dedication. I highly recommend him to my family and friends when in the need of heart related issues. He and his staff go the extra mile to make sure you are getting the best care possible.	2
"Dr Enslein has always shown concern when needed but takes the time to explain things. He never hesitates to answer any questions. He has a great personality that makes you feel at ease. He is a doctor that care's and that makes a difference. I highly recommend Dr. Enslein. 
"	2
Very professional, yet warm and genuine vibes. I thought we had a great first time visit and I will be seeing him in 6 months. I would recommend Dr. Enslein to my family or ay one else. 	2
Dr. Enslein was very thorough and listened and addressed all my concerns.	1
 Dr E is great. He explains procedures, medications, and conditions very well. He is easy to talk to. He is a caring dr.	2
Dr Enslein really takes the time to get to know you and your symptoms and seeks to find a solution that is acceptable to both of you. 	2
Dr. Enslein  is a friendly doctor that cares about you and your needs.  He takes the time to explain where you are and what need to be done.  We are glad we found him.	2
Dr. Enslein is very nice and easy to talk to, he listens to me and makes me feel comfortable sharing my concerns with him. 	2
Dr. Enslein is very easy to talk to, will take his time to explain and answer your questions. Knowledgeable and friendly, knows his work.	2
I enjoyed my most recent visit and appreciated the prompt and friendly attention I received.  Dr Enslein was kind enough to generate a letter of medical clearance while I waited.  I was impressed!  Also, it is worth noting that I did not have to wait months to be seen....unlike many of the interlnal medicine folks I have been trying to get an appointment with.   I have been a patient of Dr Enslein since 2006 and am pleased he doesn't waste my time or money with unnecessary tests.  ??	2
"My husband and I are so impressed with Dr. Enslein's professional, yet obviously caring and nonjudgmental nature. Both my husband and I have been treated with the utmost respect by not only him but also his entire staff. What I like the most about Dr. Enslein is that he does not project an ""alarmist"" attitude, since he puts his patients at ease from the very first appointment. I have and will continue to recommend him to all my friends and family!"	2
"Dr. Enslein is a pleasure to deal with as my doctor.  He is a great listener.  Very professional and responsive.  Although I have started to use him as my cartioligist.  His wisdom and insight have helped me in other non related health areas.  

Dr. Enslein is very patient or customer focused.  Not often is it possible to have a professional relationship with a health provider that is responsive and accessible."	2
Dr Enslein is very professional, he listens to all your concerns and makes sure to answer all questions. The staff is very friendly and helpful. I am so grateful for Dr Enslein because through his diligent work he discovered the problem with my heart. He is an honest man that wants only the best for his patients. I highly recommend Dr Enslein to anyone needing a cardiologist. 	2
Very Thorough and explained well what i needed to know	2
Dr Dang is wonderful!  You can tell she really cares about her patients.  	2
Dr. Dang has a gracious and professional demeanor and she is a very good communicator. The entire staff is pleasant and highly professional. 	2
Dr. Dang is one of the best doctors I have met. She genuinely makes you feel like you are family and I have never seen a doctor with such amazing bedside manner. She listens and addresses all questions/concerns I have. She is thorough and sends you for appropriate testing, with your well-being in mind. She never makes me feel rushed or unimportant. I wish I could see her for all of my medical needs!	2
I love Dr. Dang.  She takes the time to talk to me about life and listens to me,   i feel this makes her better at understanding my overall health.  	2
Dr Dang is thorough  and has great bedside manner. Completely satisfied with my care. She listens to me.	2
She is awesome!  Friendly and reliable.  I could hear her in hallway and she was just as pleasant to those she was talking to there as she was to me.	2
Dr Dang is always glad to see you.  She gives hugs coming and going.  She checks all information available and offers advise.  If she believes you need further help, she sends you to another physician who can further investigate.  Office visits are pleasant and informative.	2
Dr. Dang is an excellent doctor and very personable! She listens carefully to my thoughts and comments and symptoms. I am so grateful that she tuned in to my symptoms and prescribed the tests needed to see that I had a blocked artery. I'm forever grateful to her and her skill as a doctor.	2
My cardiologist was on vacation and I needed to see someone.  Dr. Dang worked me in on short notice and I was very impressed with her.   I first met Dr. Dang in menorah when she  performed a procedure on my wife. She was very kind and caring and explained  everything and made me less apprehensive before and after  the surgery..	2
I love Dr. Dang. She is very professional, friendly, goes into detail about the tests that are done and explains the results and answers all my questions in a way that I can understand which I appreciate. She took care of my husband and remembered my family. She welcomed us like we were family, remembered our names, etc which put us at ease. I highly recommend Dr. Dang to anyone looking for a wonderful, caring doctor.	2
The Doctor was very personable and knowledgeable. I'm glad she is my new cardiologist.	2
"Dr. Dang is a wonderful doctor.  She always explains things about my treatment.  I feel very comfortable talking to her.  She has such a great personality.

"	2
Dr. Dang is a fantastic heart doctor, she gives you that bed side manner with her caring ways. I highly recommend her. Appointments are on time. Not a lot of waiting. Clean environment and friendly staff. Always gives me a computer report with all my numbers and readings on it. Comes in very handy.  Try her and be comfortable with visiting her. She will make you feel comfortable with her sweet and warm ways.	2
She's thorough, she listens and is very personable.  She also recommends the least invasive procedure first.  Dr. Dang was recommended to us by another physician.  We love her think she's awesome.  We also love her nurse, April!  She's thorough, receptive and always returns calls promptly.	2
Dr. Berry is truly one of the best Doctor fits for our family. His follow up and compassion for his patients sets him apart from the rest. Dr. Berry has been the cardiologist for both of my parents and treats them like they are his:) He has been there for them both through heart attacks and false alarms. He is a true asset to the practice and profession. We need more like him!!!! We consider him family:)	2
Had the first visit with Dr. Berry this am after a short wait in the patient area.  Vitals were taken, medications checked  then an electrocardiogram.  While still in the same room Dr. Berry reviewed my medical history, performed a cardio physical check and asked questions about my meds/health.  He explained my conditions and asked for concerns. We scheduled echo in the same building in a couple weeks and a follow-up pending the echo results.   I left very pleased with the hour visit.	2
Dr Johnson has a big shout out from me.  I had two surgeries in the past 6 months and both were with amazing results.  Professional and courteous is beyond words, my surgeries were breast reconstruction from past breast cancer and then a hernia I  just became aware of.   Good outcome and yes I highly refer Dr. Johnson.	2
He was very pleasant and professional. He explained everything in detail and took time to really listen and offer easy to understand explanations of procedures.	2
Professional and courteous, Dr. Johnson is a high quality surgeon with an affable manner that puts you right at ease. After a year and a half of working with him for reconstruction following cancer removal and breast reduction, he continues to be just as attentive as he was on day one. He *listens* to you before offering options. This does make him run late on appointments, but keep in mind that he'll give you the same service! I will be a loyal patient for years to come.	2
